Sun May 03 04:26:58 +0000 2015, @saul_santiago_, Wish someone would hug me the way Mayweather does to manny  
Sun May 03 04:26:58 +0000 2015, @gabryel026, Go manny! 
Sun May 03 04:26:58 +0000 2015, @unmailer, Floyd ve la matrix, pero Manny aun cree #MayweatherPacquiao 
Sun May 03 04:26:58 +0000 2015, @CAMFY, @MaryyyyyGoRound five rounds for manny and two for the other guy hahaha round 8 na!! I should be paid for this hahaha 
Sun May 03 04:26:59 +0000 2015, @jnznpaul, Tricky Floyd Mayweather. Basta Manny Pacquiao pa rin kami kahit anong mangyari! 
Sun May 03 04:26:59 +0000 2015, @SheinaGorriceta, Go Manny. 
Sun May 03 04:26:59 +0000 2015, @CutieePatottiee, Mcdo Manny af 
#TEAMPACQUIAO #PacquaioMayweather http://t.co/zF04I36spM 
Sun May 03 04:26:59 +0000 2015, @kimonostereo, Manny! Sweep the leg!!! 
Sun May 03 04:26:59 +0000 2015, @notxela, GO MANNY WOOOOO

ang tagal punyeta 
Sun May 03 04:26:59 +0000 2015, @lukexiixiv, Kaya mo yan manny! KNOCK HIM OUT! 
Sun May 03 04:26:59 +0000 2015, @amxdecano, i need manny to finish him 
Sun May 03 04:26:59 +0000 2015, @MEDAforcebewitu, THAT SWEET REPLAY OF MANNY'S PUNCH DOE  
Sun May 03 04:27:09 +0000 2015, @KianneXXVI, Go Manny!  
Sun May 03 04:27:09 +0000 2015, @Arbre_Mojo, Rat la moiti du round... Sur ce que j'en ai vu il est pour Manny. 67-66 Money. 
Sun May 03 04:27:09 +0000 2015, @XxFlame_BoyxX, @Twiggy32123 http://t.co/ggFczIIDVx 
Sun May 03 04:27:09 +0000 2015, @AlmightyRell_, Manny Might be winning according to the judges 
Sun May 03 04:27:09 +0000 2015, @neeva__otsim, "@alexisvaldivia_: Mayweather has hugged Manny more times than my dad has hugged me my whole life"LMFAOOOO DED 
Sun May 03 04:27:10 +0000 2015, @DylanSayther, Go manny 
Sun May 03 04:27:09 +0000 2015, @Samuel_In11, Alright manny gonna win by ko this round 
Sun May 03 04:27:10 +0000 2015, @mrsbumkim, ISANG MALAKAS LANG MANNY OH 
Sun May 03 04:27:09 +0000 2015, @Spanishqueenxo, FOREALLLLLLLL https://t.co/9FNmtXMgBd 
Sun May 03 04:27:10 +0000 2015, @sabbytical, Woot woot nice jab manny!!!!! 
Sun May 03 04:27:10 +0000 2015, @natsukihanae, what's next??? manny pacquiao will lose and it's gonna be my fault????? 
Sun May 03 04:27:10 +0000 2015, @deviantkids, manny got a good face punch to floyd's face that round 
Sun May 03 04:27:10 +0000 2015, @rainforestliam, Idk but this manny fellow is a cute little man 
Sun May 03 04:27:10 +0000 2015, @michaelpanotchi, @NiallOfficial Let's cheer for Manny
#GoManny
#BestFandomCA2015 Directioners 
Sun May 03 04:27:10 +0000 2015, @flexpatriate, 67-68 manny takes the lead, edging it out and finding his range 
Sun May 03 04:27:10 +0000 2015, @sy_yulyu1k, PAG NANALO SI MANNY DI AKO MALILIGO JOKE HAHAHAHAHHAHAHHAHAHA GAGO 
Sun May 03 04:27:10 +0000 2015, @Pattinn, Manny with a nice combination that went right through Mayweather's defense #GoManny #PacquiaoMayweather 
Sun May 03 04:27:10 +0000 2015, @iammrenergy, Manny it's not looking good bro. #MayweatherPacquaio 
Sun May 03 04:27:10 +0000 2015, @shaaaamh, Dammit. https://t.co/tB8oiwC3Vx 
Sun May 03 04:27:10 +0000 2015, @buletinID, #buletin Floyd Mayweather vs Manny Pacquiao Tanding, Seleb Hollywood Heboh http://t.co/zohWvVKH3L #indonesia 
Sun May 03 04:27:10 +0000 2015, @Hunter_K97, Aye, spoiler alert but Manny wins and saves Diego. http://t.co/UblRIGm6i4 
Sun May 03 04:27:10 +0000 2015, @mintytopdj, Need Manny to knock the cunt out in this round 8th #MayPac 
Sun May 03 04:27:10 +0000 2015, @MaxxnCheese, Idk how anyone has manny up 
Sun May 03 04:27:19 +0000 2015, @Alfredovz2014, mucha lana pocos madrinazos: estoy viendo Manny Pacquiao 
Sun May 03 04:27:19 +0000 2015, @EmiFinn33, #PeleaDelSigloTD vamos manny thu puedes 
Sun May 03 04:27:19 +0000 2015, @kyon_eun03, Manny punched Floyd hard on the face! An almost knock-out! Go Manny #PacquiaoMayweather 
Sun May 03 04:27:20 +0000 2015, @nastyglass, 5-2 mayweather jr.. manny seems to  taking  rounds off. to conserve himself, Floyd need to pick up the pace . 
Sun May 03 04:27:20 +0000 2015, @ItsGlennVB, I really hope Manny wins, teach that man what being humble means 
Sun May 03 04:27:20 +0000 2015, @NButts16, As of now I think Manny is winning.. 
Sun May 03 04:27:20 +0000 2015, @shambolics, 30-Love... Manny. #IDontKnowBoxing 
Sun May 03 04:27:20 +0000 2015, @Esssiiieee_xo, @itz_nickayin @ataylorlewis http://t.co/JXfkmtd4bd loool sorry my bad, i wasnt paying attention to twitter 
Sun May 03 04:27:20 +0000 2015, @nhAnneilove, Manny!!! 
Sun May 03 04:27:20 +0000 2015, @sighlurv, Omg https://t.co/LBneNNnxRF 
Sun May 03 04:27:20 +0000 2015, @SalSamayoa, MANNY! MANNY! MANNY! LET'S GO @MannyPacquiao 
Sun May 03 04:27:20 +0000 2015, @whorhey86, I got it 4-3 for manny #MayPac 
Sun May 03 04:27:20 +0000 2015, @idolsdrugss, hazlo mierda al negro ese VAMOSSS MANNY 
Sun May 03 04:27:20 +0000 2015, @MIGUEL247_, Esta perdiendo manny #MayweatherPacquiao 
Sun May 03 04:27:20 +0000 2015, @BeyoncVenezuela, Beyonc y Jay Z junto a Mary J. esta noche en la pelea Floyd Mayweather Jr. - Manny Pacquiao #MayweatherPacquiao http://t.co/ErnBCObLOF 
Sun May 03 04:27:20 +0000 2015, @TheGorgeousGoon, Floyd is making Manny look so mediocre 
Sun May 03 04:27:20 +0000 2015, @gwynethlnz, Sila: woo go manny! Shet patumbahin mo na

Me: kakasimula palang samin 

Sad lyf 
Sun May 03 04:27:27 +0000 2015, @EddieEsChido, Hoy el examen me puteo mas de lo que Manny a May. 
Sun May 03 04:27:27 +0000 2015, @Shailamaee_, ang galing mo manny! omgg suntukin mo pa! 
Sun May 03 04:27:27 +0000 2015, @dallas_glenn, Eh. Close. Pacquiao was more aggressive. I give it 4-3 manny. 
Sun May 03 04:27:27 +0000 2015, @Anjingnators, Owhhhhhh tumbukan Pac ditepis Manny!

Kedudukan di minit 56' kekal Mayweather 1-4 Pac. 
Sun May 03 04:27:27 +0000 2015, @justin_aaric, the money team gonna be bankrupt by manny right quick 
Sun May 03 04:27:28 +0000 2015, @SumagueLyssa, Don't mind my face.  Go Manny! #OneForPacman https://t.co/0DvGXZ8ruZ 
Sun May 03 04:27:28 +0000 2015, @mrjrprk, GO MANNY SOLIIIIID! #PacquiaoMayweather 
Sun May 03 04:27:28 +0000 2015, @elizupls, Buti pa si Manny hinahabol, ako hindi #MayPac #MayHugot 
Sun May 03 04:27:27 +0000 2015, @gibramik, how manny??  @QueenEthel : Manny Pacquiao!!" 
